,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
yhbP,1.370925012080365,26.0,3293184.0,UPF0306 family protein,b3154,
yrbN,1.4221197096079197,27.0,3301248.0,uncharacterized protein,b4685,
rbfA,1.389531897026123,27.0,3306135.0,30s ribosome binding factor,b3167,
greA,1.3610033920031723,28.0,3321856.0,transcript cleavage factor,b3181,
gltF,1.4539994060536023,29.0,3354624.0,periplasmic protein,b3214,
yhdU,1.3813919234089487,30.0,3405979.0,putative membrane protein,b3263,
yhhZ,1.452243787913964,31.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yhhI,1.6147811181706113,32.0,3618816.0,putative transposase,b3484,
hokA,1.4761590752292482,33.0,3713807.0,"toxic polypeptide, small",b4455,
mokA,1.4775664631785785,33.0,3713807.0,No_gene_product,b4647,
yibA,1.4359504324417909,34.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.491819372303592,34.0,3761536.0,TPR-like repeat protein,b3596,
yibV,1.4974688394127713,34.0,3762704.0,No_gene_product,b4615,
waaL,1.4191790706749474,35.0,3790848.0,O-antigen ligase,b3622,"frozenset({<Reaction O16A4Lpp at 0x7fcfa67240b8>, <Reaction ECA4OALpp at 0x7fcfa6a1ccf8>})"
waaU,1.5307137979077285,35.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,frozenset({<Reaction HEPT4 at 0x7fcfa6911358>})
waaJ,1.4835633790219134,35.0,3794944.0,,,
waaS,1.5379459689941835,35.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,frozenset({<Reaction RHAT1 at 0x7fcfa661cda0>})
tnaC,1.4251619411246885,36.0,3881856.0,tryptophanase leader peptide,b3707,
yjbM,1.3983247969201085,37.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.5344543263489905,38.0,4258816.0,uncharacterized protein,b4621,
yjgL,1.4717077158203986,39.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
